7,True,True,0,0.9999986711285479,0.2857142857142857,2,0.14285715,4,False
15,True,True,0,0.9999979501205934,0.1724137931034483,4,0.6315789,7,False
4,True,True,0.2857168125234204,0,0.25,1,0.25,11,False
17,False,False,0.9999986096458297,0.9999980348010145,0.3939393939393939,9,0.2962963,4,False
4,True,True,0,0.9999968508116929,0.25,1,0.25,4,True
5,True,True,0,0.9999976972298181,0.19999999999999996,1,0.33333334,10,False
4,True,True,0.9999953896441152,0.9999988855801203,0.25,1,0.25,10,False
5,True,True,0.9999971536152256,0.9999962698612332,0.19999999999999996,1,0.33333334,4,False
8,True,True,0.9999970454905001,0.9999950267679154,0.125,1,0.5,10,False
4,True,True,0,0.9999988771339106,0.25,1,0.25,4,True
7,True,True,0,0.9999984312664214,0.33333333333333337,1,0.4,9,True
8,True,True,0.9999988878614018,0.9999958485694866,0.25,2,0.2,4,False
13,True,True,0.9999977515238913,0.9999973979678919,0.11111111111111116,3,0.45,4,False
11,True,True,0.9999978285170533,0.9999998053854751,0.18181818181818177,5,0.33333334,4,False
3,True,False,0,0.999997687354566,0.33333333333333337,1,0.33333334,11,False
3,True,True,0,0.9999981901193846,1.0,1,0.33333334,10,False
6,True,True,0.9999992701829998,0,0.33333333333333337,2,0.16666667,10,False
10,True,True,0,0.9999978759576132,0.4,5,0.1,10,False
7,True,True,0.28563294999269206,0.9999977005326444,0.16666666666666663,1,0.5555556,4,False
7,True,True,0,0.9999961045016905,0.1428571428571429,1,0.45454547,4,False
5,True,True,0.9999992739670198,0.9999982869456279,0.19999999999999996,1,0.33333334,4,False
7,True,True,0.9999971079723287,0.9999972699882175,0.16666666666666663,1,0.4,4,False
8,True,True,0.9999986973627247,0.9999976527643392,0.125,1,0.5,4,True
6,True,True,0.9999979909411297,0.999996434328282,0.16666666666666663,1,0.4,4,False
7,True,True,0,0.9999996954580425,0.33333333333333337,1,0.4,9,True
21,False,False,0.9999951801175451,0.999999209162415,0.65,12,0.1764706,4,False
4,True,True,0,0.9999977544876185,0.5,2,0.11111111,11,True
9,False,False,0.9999971236418366,0.9999992809933058,0.4444444444444444,4,0.11111111,4,False
4,True,True,0,0.9999969811643522,0.5,2,0.11111111,11,True
10,False,False,0.9999989645289014,0.9999970307378063,0.09999999999999998,2,0.46666667,4,False
4,True,True,0,0.9999973911526188,0.5,2,0.11111111,11,True
5,True,True,0,0.999996430959417,0.4,2,0.2,11,True
15,True,True,0.8571418640102425,0.9999960554298679,0.2142857142857143,3,0.5,4,False
4,True,True,0,0.9999968529866554,0.5,1,0.5,10,True
4,True,True,0,0.9999981039875111,0.5,1,0.5,10,True
3,True,False,0,0.9999959295476024,0.33333333333333337,1,0.33333334,11,True
9,True,True,0.9999985591133066,0.9999977851584216,0.375,3,0.2,4,True
21,False,False,0.9999963300993477,0.9999992588448054,0.55,14,0.0,4,False
9,True,True,0.9999979959172456,0.9999997907297421,0.1428571428571429,1,0.45454547,9,False
11,True,True,0,0.999998798791931,0.3913043478260869,6,0.08695652,10,False
11,True,True,0.9999980043533986,0.999996474228646,0.2857142857142857,4,0.36363637,9,False
11,True,True,0.14285965908688938,0.9999995275756757,0.09999999999999998,1,0.5714286,4,False
6,True,True,0,0.9999979063507645,1.0,3,0.0,10,True
14,True,True,0.9999995709945644,0.9999984804714706,0.5714285714285714,8,0.03448276,9,False
6,True,True,0,0.9999984187447151,1.0,3,0.07692308,10,True
15,True,True,0.9999994453094864,0.9999990371377312,0.5,9,0.25925925,9,False
7,True,True,0,0.9999979391727001,0.5714285714285714,3,0.14285715,10,True
10,True,True,0,0.9999984134761124,0.30000000000000004,2,0.46666667,10,True
4,True,True,0,0.9999994961852782,0.25,1,0.25,4,False
10,True,True,0.4285719988727608,0.9999989004862402,0.4,4,0.22222222,4,False
13,True,True,0.9999988589620875,0.9999971674592838,0.3076923076923077,7,0.16666667,0,False
5,True,True,0,0.9999978965230468,0.19999999999999996,1,0.5,0,False
2,True,False,0,0.857139551263398,1.0,2,0.0,10,False
8,True,True,0,0,0.375,3,0.2,10,False
9,True,True,0,0,0.1578947368421053,3,0.4,10,False
3,True,False,0,0,0.33333333333333337,1,0.33333334,10,False
9,True,True,0,0.9999972403965283,0.05882352941176472,2,0.5833333,4,False
3,True,False,0,0.9999989368755501,1.0,2,0.14285715,10,True
11,True,True,0.9999981526898718,0.999999171985091,0.18181818181818177,2,0.5,4,False
3,True,False,0,0.9999960471688341,0.6666666666666667,2,0.0,10,False
10,True,True,0.9999992861519945,0.9999989850582569,0.125,1,0.5,0,False
13,True,True,0.14286112676604168,0.9999983841137565,0.08333333333333337,4,0.625,4,False
2,True,False,0,0.9999973874424741,0.5,1,0.0,10,False
11,True,True,0.999997037441667,0.999997152447348,0.2727272727272727,3,0.33333334,4,False
6,True,True,0,0.9999977259428405,0.16666666666666663,1,0.4,4,False
16,True,True,0.9999968706330723,0.9999972719317624,0.4375,7,0.09677419,4,False
13,True,True,0,0.9999975246907236,0.52,8,0.0,4,True
6,True,True,0,0,0.33333333333333337,2,0.07692308,10,False
6,True,False,0,0,1.0,6,0.0,10,False
9,True,True,0.9999952134662122,0.9999975074808886,0.18181818181818177,2,0.4117647,9,False
9,True,True,0,0.9999976532508656,0.33333333333333337,2,0.42857143,4,True
8,True,True,0.9999982682736335,0.9999970181598092,0.125,1,0.5,4,False
9,True,True,0.9999985799044595,0.9999967692385353,0.2222222222222222,2,0.42857143,0,False
7,True,False,0,0,0.4285714285714286,3,0.14285715,10,False
5,True,True,0,0.9999956892167877,0.4,1,0.33333334,4,True
9,True,True,0,0.9999977186164336,0.33333333333333337,3,0.25,9,False
9,True,True,0,0.9999953122449148,0.5,3,0.2857143,4,True
4,True,True,0,0,0.25,1,0.42857143,10,False
12,True,True,0.857142154932454,0.8571403151355264,0.33333333333333337,5,0.083333336,4,True
6,True,False,0,0.9999978774511327,1.0,6,0.0,10,False
13,True,True,0.9999973004669616,0.9999976724033712,0.15384615384615385,1,0.64705884,9,False
12,True,True,0.9999983090522996,0.8571399030683129,0.5,5,0.13043478,4,True
11,True,True,0.9999981549017554,0.9999987363921696,0.2727272727272727,3,0.4117647,4,False
11,True,True,0.9999998411587648,0.9999990342571156,0.2727272727272727,3,0.4117647,4,False
9,True,True,0.9999984362741474,0.9999972775744805,0.11111111111111116,1,0.6666667,9,False
12,True,True,0.9999966730888403,0.9999964724682846,0.33333333333333337,5,0.083333336,4,True
8,True,True,0.9999976479231425,0.9999963011272668,0.25,2,0.3846154,4,False
13,True,True,0.9999976857212528,0.9999966533223714,0.040000000000000036,2,0.8,4,False
10,True,True,0.9999966512229547,0.9999994054780982,0.19999999999999996,3,0.22222222,9,False
12,True,True,0.9999974542271541,0.8571418173316308,0.33333333333333337,5,0.083333336,4,True
13,True,True,0.9999984812035382,0.9999948203239069,0.15384615384615385,1,0.64705884,9,False
5,True,False,0,0,0.4,2,0.2,10,True
13,True,True,0.9999994780971726,0.999997131556503,0.040000000000000036,2,0.8,4,False
7,True,True,0,0.28571379518109596,0.2857142857142857,2,0.25,10,True
15,True,True,0.9999965664736841,0.9999962364287712,0.4,7,0.33333334,9,False
4,True,True,0,0.9999949903878875,0.5,1,0.42857143,10,True
3,True,True,0,0.9999970466762316,0.33333333333333337,1,0.14285715,10,True
9,True,True,0,0.9999986528655662,0.26315789473684215,3,0.4,10,True
5,True,True,0,0.9999974732961727,0.4,1,0.33333334,10,True
5,True,True,0,0.9999981977293283,0.6,2,0.33333334,10,True
3,True,True,0,0,0.33333333333333337,1,0.33333334,10,False
4,True,True,0,0,0.5,2,0.11111111,10,True
18,True,True,0.9999989429846292,0.9999986537978629,0.2571428571428571,6,0.37037036,4,False
